Subject Name,Course Link,Discipline,SME Name,Institute
NOC:Educational leadership,https://nptel.ac.in/courses/109/105/109105122/,Humanities and Social Sciences,Prof. Atasi Mohanty,IIT Kharagpur
NOC:Effective Writing,https://nptel.ac.in/courses/109/107/109107172/,Humanities and Social Sciences,Prof. Binod Mishra,IIT Roorkee
NOC:Elements of Visual Representation,https://nptel.ac.in/courses/109/104/109104088/,Humanities and Social Sciences,Dr. Shatarupa Thakurta Roy,IIT Kanpur
NOC:Emotional Intelligence,https://nptel.ac.in/courses/109/105/109105116/,Humanities and Social Sciences,Prof. Rabindra Kumar Pradhan,IIT Kharagpur
NOC:Employment Communication A Lab based course,https://nptel.ac.in/courses/109/105/109105144/,Humanities and Social Sciences,Prof. Seema Singh,IIT Kharagpur
NOC:Energy Economics And Policy,https://nptel.ac.in/courses/109/106/109106161/,Humanities and Social Sciences,Prof. Shyamasree Dasgupta,IIT Madras
"NOC:Energy Resources, Economics and Environment",https://nptel.ac.in/courses/109/101/109101171/,Humanities and Social Sciences,Prof. Rangan Bnerjee,IIT Bombay
NOC:English Language for Competitive Exams,https://nptel.ac.in/courses/109/106/109106116/,Humanities and Social Sciences,Dr. Aysha Iqbal Viswamohan,IIT Madras
"NOC:English Literature of the Romantic Period, 1798-1832",https://nptel.ac.in/courses/109/106/109106149/,Humanities and Social Sciences,Prof. Pramod K Nayar,IIT Madras
NOC:Enhancing Soft Skills and Personality,https://nptel.ac.in/courses/109/104/109104115/,Humanities and Social Sciences,Dr. T. Ravichandran,IIT Kanpur
NOC:Ethics,https://nptel.ac.in/courses/109/106/109106117/,Humanities and Social Sciences,Dr. Sreekumar Nellickappilly ,IIT Madras
NOC:Feminism : Concepts and Theories,https://nptel.ac.in/courses/109/106/109106175/,Humanities and Social Sciences,Prof. Mathangi Krishnamurthy,IIT Madras
NOC:Feminist Writings,https://nptel.ac.in/courses/109/106/109106146/,Humanities and Social Sciences,Prof. Avishek Parui,IIT Madras
NOC:Folk and Minor Art in India,https://nptel.ac.in/courses/109/104/109104106/,Humanities and Social Sciences,Dr. Shatarupa Thakurta Roy,IIT Kanpur
NOC:Gender and Literature,https://nptel.ac.in/courses/109/103/109103122/,Humanities and Social Sciences,Prof. Avishek Parui,IIT Guwahati
NOC:German-I,https://nptel.ac.in/courses/109/106/109106166/,Humanities and Social Sciences,Prof. Milind Brahme,IIT Madras
NOC:German-II,https://nptel.ac.in/courses/109/106/109106165/,Humanities and Social Sciences,Prof. Milind Brahme,IIT Madras
NOC:Globalization and Culture,https://nptel.ac.in/courses/109/105/109105113/,Humanities and Social Sciences,Prof. Anjali Gera Roy,IIT Kharagpur
NOC:Great Experiments in Psychology,https://nptel.ac.in/courses/109/105/109105118/,Humanities and Social Sciences,Prof. Rajlakshmi Guha,IIT Kharagpur
NOC:History of English Language and Literature,https://nptel.ac.in/courses/109/106/109106124/,Humanities and Social Sciences,Prof. Merin Simi Raj,IIT Madras
NOC:How the Brain Creates Mind,https://nptel.ac.in/courses/109/104/109104108/,Humanities and Social Sciences,Alok Bajpai,IIT Kanpur
NOC:Human Behaviour,https://nptel.ac.in/courses/109/103/109103142/,Humanities and Social Sciences,Prof. Naveen Kashyap,IIT Guwahati
NOC:Human resource development,https://nptel.ac.in/courses/109/105/109105121/,Humanities and Social Sciences,Prof. K. B. L. Srivastava,IIT Kharagpur
NOC:Inclusion and Technology Design,https://nptel.ac.in/courses/109/106/109106160/,Humanities and Social Sciences,Prof. Bidisha,IIT Madras
NOC:Indian Business History,https://nptel.ac.in/courses/109/103/109103171/,Humanities and Social Sciences,Prof. Vipul Dutta,IIT Guwahati
NOC:Indian Fiction in English,https://nptel.ac.in/courses/109/106/109106135/,Humanities and Social Sciences,Prof. Merin Simi Raj,IIT Madras
NOC:Indian Philosophy,https://nptel.ac.in/courses/109/106/109106059/,Humanities and Social Sciences,Dr. Satya Sundar Sethy,IIT Madras
NOC:Infrastructure Economics,https://nptel.ac.in/courses/109/106/109106089/,Humanities and Social Sciences,Prof.Nalin Bharti,IIT Madras
NOC:Intellectual Property,https://nptel.ac.in/courses/109/106/109106137/,Humanities and Social Sciences,Prof. Feroze Ali,IIT Madras
NOC:Intermediate Level of Spoken Sanskrit,https://nptel.ac.in/courses/109/105/109105169/,Humanities and Social Sciences,Prof. Anuradha Choudry,IIT Kharagpur
NOC:Interpersonal Skills,https://nptel.ac.in/courses/109/107/109107155/,Humanities and Social Sciences,Prof. Smita Jha ,IIT Roorkee
NOC:Introducing Modern Western Art: Movements and Artists,https://nptel.ac.in/courses/109/104/109104117/,Humanities and Social Sciences,Prof.Soumik Nandy Majumdar,IIT Kanpur
NOC:Introduction on Intellectual Property to Engineers and Technologists,https://nptel.ac.in/courses/109/105/109105112/,Humanities and Social Sciences,Prof. Tapas Kumar Bandyopadhyay,IIT Kharagpur
NOC:Introduction to Advanced Cognitive Processes,https://nptel.ac.in/courses/109/104/109104126/,Humanities and Social Sciences,Prof. ARK Verma,IIT Kanpur
NOC:Introduction to Basic Cognitive Processes,https://nptel.ac.in/courses/109/104/109104123/,Humanities and Social Sciences,Prof. ARK Verma,IIT Kanpur
NOC:Introduction to Basic Spoken Sanskrit,https://nptel.ac.in/courses/109/105/109105135/,Humanities and Social Sciences,Prof. Anuradha Choudry,IIT Kharagpur
NOC:Introduction to Brain & Behaviour,https://nptel.ac.in/courses/109/104/109104171/,Humanities and Social Sciences,Prof. ARK Verma,IIT Kanpur
NOC:Introduction to Cognitive Psychology,https://nptel.ac.in/courses/109/103/109103134/,Humanities and Social Sciences,Prof. Naveen Kashyap,IIT Guwahati
NOC:Introduction to Environmental Economics,https://nptel.ac.in/courses/109/107/109107171/,Humanities and Social Sciences,Prof. Diptimayee NayakProf. S. P. Singh,IIT Roorkee
NOC:Introduction to Indian Art - An appreciation,https://nptel.ac.in/courses/109/104/109104102/,Humanities and Social Sciences,Prof.Soumik Nandy Majumdar,IIT Kanpur
NOC:Introduction to Literary Theory,https://nptel.ac.in/courses/109/104/109104135/,Humanities and Social Sciences,Prof. Sayan Chattopadhyay,IIT Kanpur
NOC:Introduction to Modern Indian Drama,https://nptel.ac.in/courses/109/103/109103140/,Humanities and Social Sciences,Prof. Kiran Keshavamurthy,IIT Guwahati
NOC:Introduction to Modern Indian Political Thought,https://nptel.ac.in/courses/109/103/109103135/,Humanities and Social Sciences,Prof. Mithilesh Kumar Jha,IIT Guwahati
"NOC:Introduction to Political Ideologies : Contexts, Ideas, and Practices",https://nptel.ac.in/courses/109/106/109106174/,Humanities and Social Sciences,Prof. Arvind Sivaramakrishnan,IIT Madras
NOC:Introduction to Political Theory,https://nptel.ac.in/courses/109/103/109103141/,Humanities and Social Sciences,Prof. Mithilesh Kumar Jha,IIT Guwahati
NOC:Introduction to Psychology,https://nptel.ac.in/courses/109/104/109104105/,Humanities and Social Sciences,Braj Bhushan,IIT Kanpur
NOC:Introduction to World Literature,https://nptel.ac.in/courses/109/106/109106147/,Humanities and Social Sciences,Prof. Merin Simi Raj,IIT Madras
NOC:Introduction to cultural studies,https://nptel.ac.in/courses/109/106/109106136/,Humanities and Social Sciences,Prof. Avishek Parui,IIT Madras
NOC:Introduction to the Pyschology of Language,https://nptel.ac.in/courses/109/104/109104143/,Humanities and Social Sciences,Prof. ARK Verma,IIT Kanpur
NOC:Issues in Bioethics,https://nptel.ac.in/courses/109/106/109106092/,Humanities and Social Sciences,Dr. Sreekumar Nellickappilly ,IIT Madras
NOC:Language and Mind,https://nptel.ac.in/courses/109/106/109106085/,Humanities and Social Sciences,Prof. Rajesh Kumar,IIT Madras
NOC:Language and society,https://nptel.ac.in/courses/109/106/109106091/,Humanities and Social Sciences,Prof. Rajesh Kumar,IIT Madras
NOC:Legal Compliance for Incorporating Startup,https://nptel.ac.in/courses/109/105/109105098/,Humanities and Social Sciences,Prof. Indrajit Dube,IIT Kharagpur
NOC:Literary Criticism (From Plato to Leavis),https://nptel.ac.in/courses/109/106/109106171/,Humanities and Social Sciences,Prof. Merin Simi Raj,IIT Madras
NOC:Literary Theory and Literary Criticism,https://nptel.ac.in/courses/109/106/109106084/,Humanities and Social Sciences,Dr. Aysha Iqbal Viswamohan,IIT Madras
NOC:Literature for competitive exams,https://nptel.ac.in/courses/109/106/109106122/,Humanities and Social Sciences,Dr. Aysha Iqbal Viswamohan,IIT Madras
"NOC:Literature, Culture and Media",https://nptel.ac.in/courses/109/107/109107139/,Humanities and Social Sciences,Prof. Rashmi Gaur,IIT Roorkee
NOC:Managing Intellectual Property in Universities,https://nptel.ac.in/courses/109/106/109106148/,Humanities and Social Sciences,Prof. Feroze Ali,IIT Madras
NOC:Modern Indian Writing in Translation,https://nptel.ac.in/courses/109/106/109106173/,Humanities and Social Sciences,Prof. Divya.A,IIT Madras
NOC:Patent Drafting for Beginners,https://nptel.ac.in/courses/109/106/109106128/,Humanities and Social Sciences,Prof. Feroze Ali,IIT Madras
NOC:Perspectives on Neurolinguistic,https://nptel.ac.in/courses/109/107/109107132/,Humanities and Social Sciences,Prof. Smita Jha ,IIT Roorkee
NOC:Population Studies,https://nptel.ac.in/courses/109/104/109104150/,Humanities and Social Sciences,Prof. A.K. Sharma,IIT Kanpur
NOC:Positive Psychology,https://nptel.ac.in/courses/109/102/109102157/,Humanities and Social Sciences,Prof. Kamlesh Singh,IIT Delhi
NOC:Postcolonial Literature,https://nptel.ac.in/courses/109/104/109104116/,Humanities and Social Sciences,Prof. Sayan Chattopadhyay,IIT Kanpur
NOC:Postmodernism in Literature,https://nptel.ac.in/courses/109/106/109106130/,Humanities and Social Sciences,Prof. Merin Simi Raj,IIT Madras
NOC:Practical English: Learning and Teaching(Course sponsored by Aricent),https://nptel.ac.in/courses/109/104/109104090/,Humanities and Social Sciences,Dr. Bhaskar Dasgupta,IIT Kanpur
NOC:Probability and Stochastic for Finance II,https://nptel.ac.in/courses/109/104/109104104/,Humanities and Social Sciences,Dr. Joydeep Dutta ,IIT Kanpur
NOC:Psychiatry:An overview,https://nptel.ac.in/courses/109/104/109104096/,Humanities and Social Sciences,Alok Bajpai,IIT Kanpur
NOC:Psychology of Everyday,https://nptel.ac.in/courses/109/104/109104151/,Humanities and Social Sciences,Alok BajpaiBraj Bhushan,IIT Kanpur
"NOC:Science, Technology and Society",https://nptel.ac.in/courses/109/103/109103121/,Humanities and Social Sciences,Dr. Sambit Mallick,IIT Guwahati
NOC:Short Fiction in Indian Literature,https://nptel.ac.in/courses/109/106/109106138/,Humanities and Social Sciences,Prof. Divya.A,IIT Madras
NOC:Sociological Perspectives on Modernity,https://nptel.ac.in/courses/109/103/109103133/,Humanities and Social Sciences,Dr. Sambit Mallick,IIT Guwahati
NOC:Sociology of Science,https://nptel.ac.in/courses/109/107/109107131/,Humanities and Social Sciences,Dr. Aninday Jayant Mishra,IIT Roorkee
NOC:Soft Skill Development,https://nptel.ac.in/courses/109/105/109105110/,Humanities and Social Sciences, Prof. D. SuarProf. V.N. GiriProf. Priyadarshi Patnaik,IIT Kharagpur
NOC:Soft skills,https://nptel.ac.in/courses/109/107/109107121/,Humanities and Social Sciences,Prof. Binod Mishra,IIT Roorkee
NOC:Speaking Effectively,https://nptel.ac.in/courses/109/105/109105117/,Humanities and Social Sciences,Prof. Anjali Gera Roy,IIT Kharagpur
NOC:Strategic Performance Management,https://nptel.ac.in/courses/109/105/109105127/,Humanities and Social Sciences,Prof. Kbl Srivastava,IIT Kharagpur
NOC:Strategic Trade and protectionism - Theories and Empirics,https://nptel.ac.in/courses/109/107/109107173/,Humanities and Social Sciences,Prof. Pratap C. Mohanty,IIT Roorkee
NOC:Symbolic Logic,https://nptel.ac.in/courses/109/105/109105111/,Humanities and Social Sciences,Prof. Chhanda Chakraborti,IIT Kharagpur
NOC:Technical English for Engineers(Course sponsored by Aricent),https://nptel.ac.in/courses/109/106/109106094/,Humanities and Social Sciences,Dr. Aysha Iqbal Viswamohan,IIT Madras
NOC:Technology Transfer through Joint Venture,https://nptel.ac.in/courses/109/105/109105097/,Humanities and Social Sciences,Prof. Indrajit Dube,IIT Kharagpur
"NOC:Text, Texuality and Digital Media",https://nptel.ac.in/courses/109/102/109102156/,Humanities and Social Sciences,Prof. Arjun Ghosh,IIT Delhi
NOC:The Nineteenth-Century English Novel,https://nptel.ac.in/courses/109/106/109106145/,Humanities and Social Sciences,Prof. Divya.A,IIT Madras
NOC:The Psychology Of Language,https://nptel.ac.in/courses/109/103/109103152/,Humanities and Social Sciences,Prof. Naveen Kashyap,IIT Guwahati
NOC:The Renaissance and Shakespeare,https://nptel.ac.in/courses/109/106/109106120/,Humanities and Social Sciences,Prof. Shormishtha Panja,IIT Madras
NOC:The Victorian Gothic Short Story,https://nptel.ac.in/courses/109/106/109106163/,Humanities and Social Sciences,Prof. Divya.A,IIT Madras
NOC:Time value of money-Concepts and Calculations,https://nptel.ac.in/courses/109/107/109107115/,Humanities and Social Sciences,Dr.Bikash Mohanty,IIT Roorkee
NOC:Twentieth Century Fiction,https://nptel.ac.in/courses/109/106/109106172/,Humanities and Social Sciences,Prof. Avishek Parui,IIT Madras
NOC:Understanding Design Thinking & People Centred Design,https://nptel.ac.in/courses/109/104/109104109/,Humanities and Social Sciences,Prof. Jhumkee Iyengar,IIT Kanpur
NOC:Visual Perception and Art: A Survey Across the Cultures,https://nptel.ac.in/courses/109/104/109104122/,Humanities and Social Sciences,Prof.Soumik Nandy Majumdar,IIT Kanpur
"NOC:Water, Society and Sustainability",https://nptel.ac.in/courses/109/105/109105136/,Humanities and Social Sciences,Prof. Jenia Mukherjee,IIT Kharagpur
Philosophy of Language,https://nptel.ac.in/courses/109/106/109106063/,Humanities and Social Sciences,Dr. Satya Sundar Sethy,IIT Madras
